countryCode,countryName,undernourished,under5mortality,sanitation,electricity,lifeExpectancy,healthExpenditure,maternalMortality,LDC,undernourished2000,undernourished2001,undernourished2002,undernourished2003,undernourished2004,undernourished2005,undernourished2006,undernourished2007,undernourished2008,undernourished2009,undernourished2010,undernourished2011,undernourished2012,undernourished2013,undernourished2014,undernourished2015,undernourished2016,under5_1960,under5_1961,under5_1962,under5_1963,under5_1964,under5_1965,under5_1966,under5_1967,under5_1968,under5_1969,under5_1970,under5_1971,under5_1972,under5_1973,under5_1974,under5_1975,under5_1976,under5_1977,under5_1978,under5_1979,under5_1980,under5_1981,under5_1982,under5_1983,under5_1984,under5_1985,under5_1986,under5_1987,under5_1988,under5_1989,under5_1990,under5_1991,under5_1992,under5_1993,under5_1994,under5_1995,under5_1996,under5_1997,under5_1998,under5_1999,under5_2000,under5_2001,under5_2002,under5_2003,under5_2004,under5_2005,under5_2006,under5_2007,under5_2008,under5_2009,under5_2010,under5_2011,under5_2012,under5_2013,under5_2014,under5_2015,under5_2016,under5_2017,lifeExpectancy1960,lifeExpectancy1961,lifeExpectancy1962,lifeExpectancy1963,lifeExpectancy1964,lifeExpectancy1965,lifeExpectancy1966,lifeExpectancy1967,lifeExpectancy1968,lifeExpectancy1969,lifeExpectancy1970,lifeExpectancy1971,lifeExpectancy1972,lifeExpectancy1973,lifeExpectancy1974,lifeExpectancy1975,lifeExpectancy1976,lifeExpectancy1977,lifeExpectancy1978,lifeExpectancy1979,lifeExpectancy1980,lifeExpectancy1981,lifeExpectancy1982,lifeExpectancy1983,lifeExpectancy1984,lifeExpectancy1985,lifeExpectancy1986,lifeExpectancy1987,lifeExpectancy1988,lifeExpectancy1989,lifeExpectancy1990,lifeExpectancy1991,lifeExpectancy1992,lifeExpectancy1993,lifeExpectancy1994,lifeExpectancy1995,lifeExpectancy1996,lifeExpectancy1997,lifeExpectancy1998,lifeExpectancy1999,lifeExpectancy2000,lifeExpectancy2001,lifeExpectancy2002,lifeExpectancy2003,lifeExpectancy2004,lifeExpectancy2005,lifeExpectancy2006,lifeExpectancy2007,lifeExpectancy2008,lifeExpectancy2009,lifeExpectancy2010,lifeExpectancy2011,lifeExpectancy2012,lifeExpectancy2013,lifeExpectancy2014,lifeExpectancy2015,lifeExpectancy2016,sanitation2000,sanitation2001,sanitation2002,sanitation2003,sanitation2004,sanitation2005,sanitation2006,sanitation2007,sanitation2008,sanitation2009,sanitation2010,sanitation2011,sanitation2012,sanitation2013,sanitation2014,sanitation2015,electricity1990,electricity1991,electricity1992,electricity1993,electricity1994,electricity1995,electricity1996,electricity1997,electricity1998,electricity1999,electricity2000,electricity2001,electricity2002,electricity2003,electricity2004,electricity2005,electricity2006,electricity2007,electricity2008,electricity2009,electricity2010,electricity2011,electricity2012,electricity2013,electricity2014,electricity2015,electricity2016,healthExpenditure2000,healthExpenditure2001,healthExpenditure2002,healthExpenditure2003,healthExpenditure2004,healthExpenditure2005,healthExpenditure2006,healthExpenditure2007,healthExpenditure2008,healthExpenditure2009,healthExpenditure2010,healthExpenditure2011,healthExpenditure2012,healthExpenditure2013,healthExpenditure2014,healthExpenditure2015,maternal1990,maternal1991,maternal1992,maternal1993,maternal1994,maternal1995,maternal1996,maternal1997,maternal1998,maternal1999,maternal2000,maternal2001,maternal2002,maternal2003,maternal2004,maternal2005,maternal2006,maternal2007,maternal2008,maternal2009,maternal2010,maternal2011,maternal2012,maternal2013,maternal2014,maternal2015
SWE,Sweden,2.5,2.8,NA,NA,82.20487805,5600.104823,4,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,19.6,19.2,18.6,17.9,17.1,16.3,15.5,14.9,14.4,13.9,13.4,12.9,12.3,11.6,11,10.3,9.8,9.4,9,8.7,8.4,8.2,8,7.8,7.7,7.6,7.5,7.4,7.3,7.2,7,6.6,6.2,5.7,5.2,4.8,4.5,4.3,4.2,4.1,4.1,4.1,4,3.9,3.7,3.6,3.4,3.3,3.2,3.1,3,3,3,2.9,2.9,2.9,2.9,2.8,73.00560976,73.47439024,73.3504878,73.55536585,73.73317073,73.86170732,74.07853659,74.12243902,73.97292683,74.08487805,74.64926829,74.62390244,74.71804878,74.86731707,74.9804878,74.98463415,74.96926829,75.3797561,75.46902439,75.52414634,75.74097561,76.02609756,76.32731707,76.55170732,76.81585366,76.66780488,76.93121951,77.09219512,76.97926829,77.72682927,77.53682927,77.66682927,77.99878049,78.0604878,78.6502439,78.7404878,78.95902439,79.19756098,79.33902439,79.44146341,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.20487805,99.313896,99.313716,99.313468,99.313216,99.312968,99.312724,99.31228,99.311648,99.311016,99.310392,99.309776,99.30916,99.308548,99.30708355,99.30530685,99.30353361,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2173.193876,2169.957498,2477.208018,3134.474261,3513.293484,3573.54538,3788.660963,4321.837137,4652.809531,4151.798555,4437.118939,6386.692672,6273.509614,6723.074428,6628.45896,5600.104823,8,7,7,7,7,6,6,6,6,6,5,5,5,5,6,5,5,5,5,5,4,4,4,4,4,4
SWZ,Eswatini,20.7,53.9,NA,NA,57.754,232.7153477,389,0,19.2,17.4,16,15.3,15.5,17,19.1,21.2,22.6,23.3,23.2,22.7,22.1,21.5,21.3,21,20.7,213.2,210.8,208.1,204.9,201.1,197,193,189,185.2,181.8,177.6,173,167.5,161,154,146.8,140.1,133.8,128.1,122.6,117,111.1,104.9,98.4,91.9,85.7,80.3,75.6,72,69.7,68.6,69.2,71.6,76,82.4,90.3,98.8,107,114.5,120.9,126.1,129.6,131.6,132.4,131.4,129,119.9,113.4,108.7,102.1,92.9,81.4,70.1,65.7,62.2,57.8,56.3,53.9,44.285,44.584,44.871,45.155,45.446,45.762,46.118,46.522,46.979,47.487,48.041,48.628,49.232,49.84,50.448,51.057,51.674,52.307,52.963,53.64,54.348,55.098,55.881,56.677,57.46,58.208,58.9,59.505,59.983,60.292,60.369,60.155,59.639,58.836,57.771,56.464,54.942,53.285,51.594,49.968,48.521,47.352,46.508,46.018,45.905,46.185,46.846,47.805,48.969,50.26,51.598,52.912,54.158,55.296,56.287,57.107,57.754,49.21641871,49.79090585,50.36730464,50.94559425,51.52559746,52.10754884,52.69127812,53.27684266,53.86487697,54.45521977,55.04740731,55.64117747,56.23624036,56.83223125,57.42886721,58.02583569,0.009999999776,0.4239989519,1.448824644,3.002629757,5.792140007,8.572473526,11.3405695,14.09337044,16.82781792,19.54084969,22.23093033,26.9,27.56192398,30.21496391,32.86778259,35.52644348,35.2,40.88554764,43.59660339,46.32868576,45.55233761,51.84391785,54.62106323,57.40721512,65,62.99454498,65.79020691,75.47778697,65.65208143,60.78676638,102.4964711,132.7129104,164.9755566,178.2142032,185.2231487,200.8081585,209.5259708,313.2131367,330.4355866,284.3286151,264.5405386,252.5343823,232.7153477,635,602,570,549,538,537,545,553,567,579,586,597,601,601,601,595,561,517,476,451,436,418,400,413,400,389
SXM,Sint Maarten (Dutch part),NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.54390244,74.53658537,75.58780488,NA,NA,73.05365854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.72001072,98.72001072,98.72001072,98.72001072,98.72001072,98.72001072,98.72001072,98.72001072,98.72001072,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYC,Seychelles,NA,14.2,NA,NA,74.3097561,491.8218158,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.9,100,97.9,95.7,93.2,90.5,87.4,84,80.2,76.1,71.9,67.7,63.4,59.1,54.7,50.2,45.8,41.5,37.4,33.7,30.5,27.7,25.4,23.5,21.9,20.7,19.6,18.8,18,17.3,16.7,16.1,15.6,15.1,14.7,14.4,14.1,13.8,13.7,13.6,13.6,13.7,13.7,13.8,13.9,14,14.1,14.1,14.2,14.2,14.2,14.3,14.4,14.4,14.5,14.5,14.4,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.59756098,70.18780488,69.32439024,70.38292683,69.55365854,69.69756098,68.65609756,68.23658537,68.70243902,67.97073171,68.10731707,70.71219512,71.21463415,69.46829268,70.72926829,72.48292683,71.56097561,71.21219512,71.74634146,72.66829268,72.77804878,73.25365854,71.08780488,71.02926829,72.66097561,72.13170732,72.21707317,73.14390244,73.16341463,73.08292683,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,94.13770987,94.56256666,94.98742344,95.41228022,95.83713701,96.26199379,96.68685057,97.11170736,97.53656414,97.96142093,98.38627771,98.81113449,99.23599128,99.57709979,100,100,89.54558563,90.01955414,90.49301147,90.96340942,90,91.88279724,92.32566833,92,93.16246033,93.55026245,93.91511536,94.26155853,96.1,94.92346954,95.25106049,95.58448792,99,96.2931366,96.67896271,97.08582306,97,97.95059967,98.40927124,98,99.29888916,99.67832184,100,349.3224697,335.0740034,348.1871341,384.9591167,411.307055,406.921484,418.2278785,372.4028552,275.7084503,238.5860894,380.4055072,391.0399297,506.0133396,496.965042,490.2197298,491.8218158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYR,Syrian Arab Republic,NA,17,NA,NA,70.31,NA,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.1,162.6,154.7,147.2,140.3,133.6,127.1,120.9,114.8,108.9,103.3,97.9,92.8,88.1,83.5,79.2,75.2,71.3,67.6,64.1,60.8,57.7,54.7,52,49.5,47.1,44.9,42.8,40.9,39,37.3,35.6,34,32.5,31,29.6,28.2,26.9,25.7,24.5,23.4,22.4,21.4,20.5,19.6,18.8,18,17.2,16.6,16.2,16,16.2,17.7,17.6,17.5,17.2,17.5,17,51.971,52.568,53.176,53.797,54.435,55.096,55.788,56.51,57.26,58.03,58.814,59.6,60.378,61.137,61.872,62.579,63.258,63.914,64.552,65.172,65.774,66.359,66.928,67.477,68.005,68.508,68.981,69.423,69.831,70.207,70.553,70.871,71.167,71.444,71.708,71.961,72.205,72.439,72.664,72.882,73.11,73.371,73.663,73.967,74.25,74.43,74.412,74.152,73.648,72.939,72.108,71.27,70.549,70.046,69.817,69.904,70.31,93.05713944,93.03831616,93.02000343,93.00208212,92.98467257,92.9675915,92.95127152,92.93565891,92.92076102,92.90652106,92.89307412,92.88023321,92.86813405,92.89427564,92.92068128,92.94715294,80.54584503,81.38981628,82.233284,83.07369232,83.90798187,84.73309326,85.5459671,86.34354401,87.12277222,87.88058472,88.61544037,89.33189392,86.6,90.73381042,91.43141174,92.13484955,99.5057574,93.58350372,94.33934021,95.11620331,92.7,96.72099304,97.54291534,98.35968018,99.09065247,99.63652039,100,54.21872487,58.47274608,63.92448425,68.15474684,65.56370359,63.37198146,66.30079557,76.66554501,87.84761059,91.90562067,93.81681192,81.48515564,70.09545951,NA,NA,NA,123,114,106,99,94,89,85,82,80,77,73,70,67,64,61,58,55,53,51,49,49,52,56,60,64,68
TCA,Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.89318182,81.4,81.90681818,82.41363636,82.92045455,83.42727273,83.93409091,84.44090909,84.94772727,85.45454545,85.96136364,86.46818182,86.975,87.48181818,87.98863636,87.98863636,88.7,90.50404358,90.77531433,91.04351807,91.30561066,91.55852509,91.79920197,92.02458191,92.23160553,92.41722107,95.6,92.72412872,92.85603333,92.98165894,93.10705566,93.23829651,93.38144684,93.54255676,93.72619629,93.9308548,94.15354156,94.39125061,93.1,94.89970398,95.1644516,95.43219757,95.70043945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCD,Chad,39.7,123.2,NA,NA,52.903,35.56909713,856,1,40.1,39.8,39.7,39.1,39.1,39.2,39.8,40.3,40.7,40.8,40,38.9,37.7,37.1,37,38.4,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,248.8,247.5,246.2,245,243.5,242.2,240.6,238.8,236.9,234.6,232.1,229.5,226.8,224.1,221.2,218.4,215.6,212.8,210,207.3,204.9,202.5,200.4,198.2,195.7,192.8,189.8,186.5,183.3,180,176.5,173.2,169.7,166.2,162.3,158.4,154.4,150.2,146.1,142.2,138.4,134.7,130.8,126.9,123.2,38.019,38.279,38.536,38.795,39.061,39.346,39.666,40.028,40.432,40.872,41.332,41.792,42.233,42.638,43.003,43.327,43.619,43.892,44.161,44.43,44.704,44.986,45.269,45.55,45.824,46.082,46.315,46.52,46.692,46.835,46.952,47.053,47.148,47.243,47.339,47.431,47.505,47.556,47.582,47.59,47.593,47.603,47.638,47.716,47.848,48.054,48.349,48.729,49.182,49.691,50.233,50.778,51.3,51.778,52.204,52.575,52.903,9.904007481,9.869623234,9.835622552,9.802365908,9.769677368,9.737556932,9.706004602,9.675247954,9.644840441,9.615001032,9.589784151,9.569602966,9.554870644,9.546279576,9.54398092,9.548387843,0.009999999776,0.03078727052,0.1083978042,0.297480613,0.575130105,1.003540397,1.419714212,2.3,2.203116179,2.564226151,2.902383566,3.222131252,3.529532194,3.830649137,3.5,4.438284397,4.756928444,5.093541145,5.452673912,5.832834721,6.4,6.64422226,7.069441795,7.503673077,7.943912029,7.7,8.830898285,10.2435743,11.81969785,18.16082718,18.23865336,28.29926497,32.07445588,34.75975595,34.96267017,37.88076904,35.86364862,36.48620983,38.72567404,34.92486746,47.42296057,46.88535547,35.56909713,1450,1440,1450,1440,1440,1430,1410,1410,1390,1390,1370,1360,1310,1260,1220,1170,1130,1100,1070,1070,1040,984,931,901,881,856
TEA,East Asia & Pacific (IDA & IBRD countries),9.020267745,16.59648206,NA,NA,74.527656,332.4363832,63,0,17.6527698,17.39014266,17.08084864,16.85204926,16.48398428,16.06685,15.53446434,14.76838631,13.97724305,13.01866392,12.05331934,11.20710497,10.48265568,9.836166187,9.287335471,9.075181817,9.020267745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88454179,58.67584243,57.29179599,55.60880148,53.84548756,51.91956864,50.02531763,48.11882959,46.14619537,44.14931174,42.01122661,39.74248161,37.40739468,35.16410564,33.98143259,30.9320784,29.05459503,27.29216593,26.52540078,24.3409618,23.04396207,21.83495985,20.73425618,19.73206094,18.83909653,18.0277905,17.27892391,16.59648206,45.65249612,46.10009701,46.82495293,47.86307913,49.21960308,50.81613394,52.53551631,54.2427072,55.81727242,57.20239579,58.37276681,59.34556549,60.19053661,60.96842202,61.69764555,62.389024,63.04887848,63.66830041,64.2416492,64.76812027,65.24555428,65.67543595,66.06396149,66.41353029,66.73040695,67.01671761,67.27537586,67.50724071,67.71644242,67.90943055,68.09232932,68.27068151,68.44982133,68.63671234,68.83928997,69.06699799,69.32914281,69.6236676,69.94891983,70.29731434,70.66242622,71.03413808,71.3994369,71.74887442,72.07595887,72.37557052,72.64681099,72.89435067,73.12349974,73.335636,73.53187396,73.71538372,73.88869261,74.05343078,74.21390768,74.37106401,74.527656,59.94270866,60.64317741,61.64976681,62.66937193,63.68825327,64.70547844,65.71296604,66.71482488,67.71523905,68.71283318,69.70842085,70.7009543,71.68477055,72.65847065,73.62153992,74.57301863,83.65724701,82.64709764,84.96428406,84.30902481,85.6100717,86.52362135,87.63020624,88.79402035,89.53362579,90.19827803,90.72504297,91.27274027,91.84794917,92.16195817,92.67203883,92.86826795,93.94158835,94.07555667,94.7277566,95.30003574,95.83935157,96.17965108,96.6160081,96.84057694,96.97938146,97.27419311,97.29803033,38.05830699,40.0622759,45.23985455,51.59513099,57.84321206,66.4253147,77.65130243,95.04405983,124.9379969,145.3181997,170.1147424,212.4997426,246.1538778,274.5801398,300.7601223,332.4363832,169,161,155,149,143,138,133,130,127,123,120,117,113,108,104,100,95,90,86,82,79,74,71,68,65,63
TEC,Europe & Central Asia (IDA & IBRD countries),3.166829969,12.62276299,NA,NA,73.24905322,429.7869236,23,0,5.691405624,5.392161779,4.987609032,4.545227828,4.1157242,3.816447043,3.631826797,3.486957899,3.395967771,3.332196002,3.278746553,3.211228828,3.144355334,3.105900266,3.090775774,3.116509863,3.166829969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.52002514,44.16386963,44.02729379,43.84098102,43.39699754,42.57295415,41.33397568,39.81082771,38.04980595,36.1495772,34.18872695,32.20892652,30.25791988,28.35600283,26.57910851,24.93134062,23.3908997,21.99817821,20.67377724,19.51278464,18.49045883,17.52531668,16.62090715,15.77693235,14.93665364,14.11095575,13.31036218,12.62276299,63.83411242,64.30934023,64.62866693,65.04929937,65.3429154,65.62250862,65.81337878,65.88240273,66.08883686,66.11875272,66.35117144,66.50908184,66.64868744,66.74752627,66.88469003,66.67873249,66.67572261,66.66044733,66.711407,66.69429009,66.74145041,67.0222416,67.32695825,67.42199534,67.39751056,67.7482352,68.45996703,68.61703973,68.72161139,68.65592182,68.53275985,68.27896649,67.74263209,67.0205655,66.8118767,66.87965494,67.3582029,67.93337711,68.27254326,68.15036869,68.25118824,68.46018246,68.508452,68.63460333,68.95763595,69.08991427,69.66854964,70.13422053,70.42613389,70.98134947,71.30269741,71.85355877,72.15213255,72.52988455,72.76480341,72.99200108,73.24905322,86.94065008,87.28337178,87.78248563,88.2914782,88.80656768,89.32752572,89.44775908,89.87476387,90.27997732,90.68734839,91.09993635,91.51113858,91.91779426,92.32584828,92.73513427,93.03656362,97.83106131,97.95204671,98.07541712,98.20035476,98.32352967,98.49444478,98.57684134,98.67349049,98.7793963,98.77100015,98.97804046,99.06292468,99.17110208,99.23080636,99.29327884,99.4088561,99.47924482,99.59300887,99.69309865,99.81489405,99.54169057,99.94611052,99.9550917,99.98934102,99.9910606,99.99839631,99.99994795,105.7298113,114.6344815,134.9024762,163.9366956,205.2228138,256.2436475,308.2088961,392.0276499,492.9164114,426.119638,459.887804,509.3712085,536.0975941,575.9290608,542.6214019,429.7869236,66,64,64,68,69,66,62,58,55,54,53,51,49,47,43,41,37,34,31,29,27,26,25,24,24,23
TGO,Togo,16.2,72.9,NA,NA,60.232,36.64787882,368,1,31.1,30.5,29.8,28.6,27.2,26,24.9,23.9,22.9,22,21,20.1,19.1,18.1,17.2,16.2,16.2,269.6,264.9,260.3,255.9,251.3,246.8,242.1,237.5,232.8,228,223.1,218.3,213.5,208.6,203.9,199.3,194.7,190.1,185.6,181.3,177.2,173.2,169.3,165.6,162.1,158.8,155.8,153.1,150.6,148.3,146.1,144,142.1,140.1,137.8,135.4,132.8,130,127,123.9,120.6,117.3,114.1,110.8,107.7,104.6,101.7,98.7,95.9,93.1,90.4,87.7,85.1,82.6,80.1,77.7,75.3,72.9,40.297,40.941,41.58,42.215,42.846,43.473,44.098,44.72,45.339,45.955,46.568,47.175,47.777,48.371,48.958,49.537,50.112,50.683,51.246,51.799,52.339,52.863,53.365,53.839,54.276,54.673,55.028,55.337,55.592,55.784,55.888,55.873,55.734,55.485,55.146,54.756,54.359,54,53.72,53.544,53.489,53.551,53.707,53.935,54.23,54.598,55.048,55.578,56.174,56.814,57.465,58.092,58.668,59.174,59.601,59.949,60.232,10.97156692,11.1509937,11.33324402,11.51813556,11.70568833,11.89570888,12.08842623,12.28386038,12.48225146,12.68273678,12.88621461,13.09225804,13.30179646,13.51417619,13.72965068,13.94848231,0.009999999776,0.9424529672,2.845301628,4.745091438,6.638762474,8.523256302,10.39551449,12.25247669,15.3,15.90827751,16.95623488,19.47834969,21.24183464,22.99903679,24.75601578,26.51883888,27.9,30.08626366,31.90147972,33.7377243,30.79174368,39.7,39.3425827,41.23289871,45.7,45.02854538,46.92837524,9.79685057,9.8336481,11.03650922,13.52112947,14.94344172,15.80698059,16.60835561,19.52474964,23.66442061,26.14805602,30.93862791,34.60344691,34.50712886,38.28368022,40.11070061,36.64787882,568,573,571,566,566,563,556,541,521,505,491,474,459,446,434,427,427,416,402,395,393,396,391,386,378,368
THA,Thailand,9,9.5,NA,NA,75.303,217.135232,20,0,18.8,18.3,17.1,15.8,14.2,12.5,11,10.3,10,9.8,9.2,8.8,8.8,9,9.2,9.2,9,146.5,141.4,136.3,131.4,126.6,121.8,117.1,112.5,107.8,103.2,98.6,94,89.6,85.3,81.2,77.3,73.6,70,66.8,63.6,60.7,57.9,55.2,52.7,50.2,47.8,45.5,43.3,41.1,38.9,36.9,34.9,33.1,31.3,29.7,28.2,26.8,25.5,24.2,23,21.8,20.8,19.7,18.8,17.9,17,16.2,15.4,14.7,14,13.3,12.7,12.1,11.5,11,10.4,10,9.5,54.703,55.235,55.747,56.233,56.694,57.136,57.567,58,58.444,58.905,59.387,59.888,60.405,60.93,61.46,61.986,62.496,62.987,63.464,63.936,64.433,64.993,65.635,66.353,67.128,67.911,68.642,69.266,69.747,70.073,70.25,70.303,70.283,70.241,70.204,70.192,70.214,70.266,70.346,70.462,70.624,70.841,71.11,71.424,71.775,72.149,72.534,72.915,73.279,73.617,73.923,74.197,74.446,74.678,74.895,75.103,75.303,94.87428517,94.89768862,94.91968227,94.93585174,94.95028318,94.96310739,94.97418703,94.9835684,94.99124582,94.9972987,95.00168962,95.00512051,95.00771633,95.00954201,95.01071147,95.01129717,75.89871216,77.06542206,78.23162079,79.39476013,80.55178833,81.69963074,82.8352356,83.95555115,85.05751038,86.13805389,82.1,88.23482513,89.26166534,90.2822113,91.30254364,92.32872009,99.14620148,94.42284393,95.50141144,98.96,99.7,98.71641541,99.10862355,99.85569763,99.98166656,99.6,100,62.25966324,57.29111541,69.89764851,76.50303842,83.49059954,91.43146539,104.4277468,126.8236565,151.4737932,152.4514534,172.0575299,195.938433,206.4403174,213.0030577,219.3661268,217.135232,40,36,31,28,25,23,22,22,22,23,25,26,27,28,28,26,24,24,24,23,23,22,22,21,21,20
TJK,Tajikistan,NA,33.6,NA,NA,71.051,62.96370158,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.2,151.7,146.5,141.8,137.8,134.8,132.7,131.4,130.5,129.7,128.8,126.9,124,120,115.4,110.4,106.3,104.3,104.9,107.6,111.8,115.7,117.2,115.4,111.5,106.5,100.7,94.3,87.6,80.9,74.2,68.1,62.5,57.7,53.6,50.2,47.3,44.8,42.8,41,39.5,38.2,37,35.8,34.6,33.6,56.152,56.572,56.995,57.419,57.843,58.261,58.667,59.059,59.432,59.784,60.114,60.422,60.711,60.986,61.247,61.499,61.743,61.982,62.216,62.445,62.679,62.926,63.184,63.442,63.684,63.869,63.946,63.896,63.724,63.455,63.149,62.88,62.719,62.71,62.869,63.185,63.618,64.105,64.591,65.053,65.485,65.894,66.303,66.727,67.163,67.607,68.052,68.487,68.902,69.29,69.644,69.958,70.234,70.477,70.69,70.879,71.051,89.87617778,90.27693603,90.67793339,91.0791177,91.48129024,91.8833237,92.28524801,92.68704066,93.08871675,93.49026688,93.89169646,94.29299836,94.69394342,95.09433158,95.49396277,95.49214151,96.6034317,96.82150269,97.0390625,97.25356293,97.46195221,97.6611557,97.84812164,98.00605774,98.15739441,97,98.46774194,98.49528503,99,100,98.73070526,99.3,98.90644836,99.01660919,99.14608002,99,99.46128082,99.63639069,99.1,99.91744995,99.97840881,99.9973526,100,5.96617805,7.32883542,8.02376633,11.11180175,14.82056111,17.56365139,20.20809688,28.75776124,41.74049407,39.51399966,43.11531558,49.72154278,57.35378733,65.9368249,74.30047894,62.96370158,107,108,113,151,140,129,116,103,89,74,68,69,58,48,46,46,39,38,37,37,35,35,34,34,33,32
