countryCode,countryName,undernourished,under5mortality,sanitation,electricity,lifeExpectancy,healthExpenditure,maternalMortality,LDC,undernourished2000,undernourished2001,undernourished2002,undernourished2003,undernourished2004,undernourished2005,undernourished2006,undernourished2007,undernourished2008,undernourished2009,undernourished2010,undernourished2011,undernourished2012,undernourished2013,undernourished2014,undernourished2015,undernourished2016,under5_1960,under5_1961,under5_1962,under5_1963,under5_1964,under5_1965,under5_1966,under5_1967,under5_1968,under5_1969,under5_1970,under5_1971,under5_1972,under5_1973,under5_1974,under5_1975,under5_1976,under5_1977,under5_1978,under5_1979,under5_1980,under5_1981,under5_1982,under5_1983,under5_1984,under5_1985,under5_1986,under5_1987,under5_1988,under5_1989,under5_1990,under5_1991,under5_1992,under5_1993,under5_1994,under5_1995,under5_1996,under5_1997,under5_1998,under5_1999,under5_2000,under5_2001,under5_2002,under5_2003,under5_2004,under5_2005,under5_2006,under5_2007,under5_2008,under5_2009,under5_2010,under5_2011,under5_2012,under5_2013,under5_2014,under5_2015,under5_2016,under5_2017,lifeExpectancy1960,lifeExpectancy1961,lifeExpectancy1962,lifeExpectancy1963,lifeExpectancy1964,lifeExpectancy1965,lifeExpectancy1966,lifeExpectancy1967,lifeExpectancy1968,lifeExpectancy1969,lifeExpectancy1970,lifeExpectancy1971,lifeExpectancy1972,lifeExpectancy1973,lifeExpectancy1974,lifeExpectancy1975,lifeExpectancy1976,lifeExpectancy1977,lifeExpectancy1978,lifeExpectancy1979,lifeExpectancy1980,lifeExpectancy1981,lifeExpectancy1982,lifeExpectancy1983,lifeExpectancy1984,lifeExpectancy1985,lifeExpectancy1986,lifeExpectancy1987,lifeExpectancy1988,lifeExpectancy1989,lifeExpectancy1990,lifeExpectancy1991,lifeExpectancy1992,lifeExpectancy1993,lifeExpectancy1994,lifeExpectancy1995,lifeExpectancy1996,lifeExpectancy1997,lifeExpectancy1998,lifeExpectancy1999,lifeExpectancy2000,lifeExpectancy2001,lifeExpectancy2002,lifeExpectancy2003,lifeExpectancy2004,lifeExpectancy2005,lifeExpectancy2006,lifeExpectancy2007,lifeExpectancy2008,lifeExpectancy2009,lifeExpectancy2010,lifeExpectancy2011,lifeExpectancy2012,lifeExpectancy2013,lifeExpectancy2014,lifeExpectancy2015,lifeExpectancy2016,sanitation2000,sanitation2001,sanitation2002,sanitation2003,sanitation2004,sanitation2005,sanitation2006,sanitation2007,sanitation2008,sanitation2009,sanitation2010,sanitation2011,sanitation2012,sanitation2013,sanitation2014,sanitation2015,electricity1990,electricity1991,electricity1992,electricity1993,electricity1994,electricity1995,electricity1996,electricity1997,electricity1998,electricity1999,electricity2000,electricity2001,electricity2002,electricity2003,electricity2004,electricity2005,electricity2006,electricity2007,electricity2008,electricity2009,electricity2010,electricity2011,electricity2012,electricity2013,electricity2014,electricity2015,electricity2016,healthExpenditure2000,healthExpenditure2001,healthExpenditure2002,healthExpenditure2003,healthExpenditure2004,healthExpenditure2005,healthExpenditure2006,healthExpenditure2007,healthExpenditure2008,healthExpenditure2009,healthExpenditure2010,healthExpenditure2011,healthExpenditure2012,healthExpenditure2013,healthExpenditure2014,healthExpenditure2015,maternal1990,maternal1991,maternal1992,maternal1993,maternal1994,maternal1995,maternal1996,maternal1997,maternal1998,maternal1999,maternal2000,maternal2001,maternal2002,maternal2003,maternal2004,maternal2005,maternal2006,maternal2007,maternal2008,maternal2009,maternal2010,maternal2011,maternal2012,maternal2013,maternal2014,maternal2015
LBR,Liberia,38.8,74.7,NA,NA,62.505,69.29014961,725,1,38.4,39.8,40.6,40.7,40,39.4,39,38.2,37.3,36.5,36.5,36.7,37.2,37.6,38,38.4,38.8,311.7,311.9,311.6,310.5,308.9,306.7,303.6,299.9,295.2,290.1,284.9,280.1,275.5,271.1,266.3,261.5,257.2,253.3,249.3,245.9,242.5,239.7,237.4,236.2,236.1,237.7,241,245.6,251.1,256.3,260.5,262.3,261.4,257.7,251.5,243.2,233.6,222.8,211,198.7,186.1,173.4,161,149.1,138,128.3,119.9,113,107.1,102.1,97.5,93.4,89.7,86.3,83,80.1,77.4,74.7,34.671,34.941,35.257,35.626,36.049,36.52,37.03,37.564,38.113,38.674,39.254,39.867,40.522,41.217,41.943,42.686,43.431,44.156,44.838,45.458,45.996,46.435,46.778,47.032,47.206,47.298,47.309,47.26,47.189,47.138,47.183,47.406,47.839,48.475,49.283,50.163,50.984,51.641,52.082,52.314,52.423,52.543,52.814,53.323,54.084,55.052,56.136,57.207,58.167,58.977,59.631,60.155,60.615,61.066,61.527,62.007,62.505,13.11335703,13.35782718,13.60325264,13.84921474,14.09592593,14.34317533,14.59096292,14.83950351,15.08858385,15.33971847,15.59292373,15.84821601,16.105393,16.36468822,16.62611804,16.88947781,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.01118685212,0.04435012862,0.244776547,3,1.75265646,1.9,5.146131039,4.1,8.599683762,9.8,9.4,13.84009171,19.8,7.0073773,6.41993329,5.15606312,4.61851916,11.75084989,14.34478729,14.44995412,21.57796337,25.59430642,32.08361643,32.67554342,39.97556887,38.5291602,41.62495422,64.63458129,69.29014961,1500,1640,1790,1850,1890,1800,1630,1480,1370,1300,1270,1260,1250,1200,1110,1020,935,890,851,829,811,798,787,762,741,725
LBY,Libya,NA,12.4,NA,NA,71.934,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.6,261.6,244.3,227.8,212.5,197.8,184,170.7,158.5,146.8,135.9,125.8,116.9,108.8,101.5,94.9,88.9,83.6,78.9,74.6,70.7,67.1,63.8,60.6,57.5,54.6,51.8,49.1,46.5,44,41.8,39.7,37.7,36,34.5,33.1,31.9,30.8,29.8,28.9,28.1,27.3,26.4,25.5,24.4,23.1,21.7,20.2,18.8,17.6,16.6,17.6,15,14.4,13.8,13.3,12.8,12.4,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.77,60.6,61.393,62.15,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.034,67.413,67.789,68.16,68.522,68.864,69.172,69.439,69.664,69.85,70,70.127,70.241,70.352,70.473,70.616,70.783,70.97,71.17,71.362,71.521,71.629,71.681,71.679,71.643,71.598,71.574,71.592,71.659,71.776,71.934,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.83592987,99.84741974,99.85840607,99.86633301,99.86814117,99.86076355,99.84116364,99.80625916,99.75299835,99.67832947,99.8,99.4646759,99.33629608,99.20162964,99.06674194,98.93770599,98.82056427,98.7213974,98.6447525,98.58912659,98.55153656,98.52895355,98.51839447,98.5168457,98.52130127,98.52876282,98.53672791,244.7727934,254.0350855,181.1029732,189.8436998,201.9602587,212.2737453,234.9673675,275.6831191,321.4465266,355.6595715,400.5117737,312.5911035,NA,NA,NA,NA,39,35,32,29,27,25,23,21,20,18,17,16,14,13,12,11,10,9,9,9,9,9,9,9,9,9
LCA,St. Lucia,NA,16.6,NA,NA,75.496,481.6262863,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6,69.5,62.9,56.7,51.1,46.1,41.8,38.2,35.4,33.1,31.2,29.7,28.5,27.5,26.5,25.7,24.8,24.1,23.4,22.8,22.3,21.9,21.4,20.9,20.4,19.9,19.4,19,18.6,18.3,18.1,18,18,18.1,18.2,18.3,18.4,18.5,18.5,18.5,18.4,18.3,18.1,17.9,17.6,17.3,17,16.6,57.329,58.13,58.872,59.531,60.104,60.602,61.052,61.494,61.962,62.468,63.017,63.604,64.21,64.818,65.422,66.02,66.615,67.207,67.791,68.354,68.88,69.348,69.747,70.074,70.329,70.521,70.668,70.789,70.9,71.008,71.108,71.187,71.235,71.248,71.235,71.209,71.186,71.184,71.221,71.307,71.456,71.676,71.958,72.287,72.652,73.028,73.393,73.728,74.02,74.265,74.465,74.633,74.788,74.947,75.117,75.3,75.496,78.70644522,78.72050607,78.77394667,78.82593914,80.03922676,81.2554916,82.47471589,83.69658394,84.92099334,86.14749978,87.36841815,88.54362006,89.71882197,90.726844,90.90962901,90.90809761,83.72320557,84.32457733,84.92544556,85.52325439,86.11493683,86.69744873,87.26772308,87.8227005,88.35932922,88.87454224,89.3667984,89.9,90.30214691,90.75736237,91.2123642,91.67320251,92.14594269,92.63665771,93.14989471,93.6841507,94.2,94.80374146,95.34342258,95.9713974,96.56573486,97.16307831,97.76091766,245.8988007,249.6015238,257.8816086,276.7449058,301.569244,318.9181993,346.2968422,412.3576362,424.7669339,425.0320476,476.5082038,505.9143212,516.196376,544.7315423,454.2952395,481.6262863,45,42,40,39,40,43,46,49,51,52,54,58,62,68,68,67,59,61,58,56,54,52,50,49,49,48
LCN,Latin America & Caribbean,6.209944839,17.7,NA,NA,75.54005062,636.4960603,67,0,11.90708706,11.30544321,10.76743872,10.26610677,9.707249789,8.996924335,8.309534851,7.681754483,7.282448322,7.061459319,6.878631719,6.708670291,6.576927613,6.44978507,6.347933726,6.262035167,6.209944839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8,52.5,50.1,47.7,45.4,43.1,40.9,38.8,37.1,35,33,31.3,29.7,28.2,26.9,25.7,24.6,23.5,22.6,21.8,24.4,20.3,19.7,19.2,18.7,18.3,18.3,17.7,56.05441359,56.53648872,57.00071496,57.44797224,57.87937346,58.30026438,58.71644497,59.13211812,59.5515541,59.97552208,60.4019912,60.82791826,61.24655441,61.65419486,62.04956046,62.43322583,62.80894238,63.18051428,63.55179732,63.9238859,64.29607225,64.66626168,65.03272725,65.39068511,65.74382838,66.09077192,66.43212307,66.76993871,67.10556471,67.44270129,67.78619141,68.14063907,68.50820531,68.88598667,69.27438338,69.66797879,70.0615833,70.44945947,70.82391057,71.18293268,71.52983148,71.85017086,72.15562113,72.44327869,72.71782303,72.98253734,73.24038745,73.49142208,73.73473199,73.98045754,74.22200287,74.45905564,74.68841917,74.91105226,75.12719402,75.33548436,75.54005062,75.20305164,75.95731821,76.69427028,77.42980879,78.15943052,78.88329645,79.60116089,80.31885819,81.02493463,81.72373463,82.41454988,83.09869013,83.77560475,84.44471308,85.08249088,85.69101504,85.56233307,86.74694682,86.89156176,87.67678181,88.50213815,88.6397508,89.6304728,90.09427038,90.73484488,91.3400814,91.70512364,92.03757599,92.61586642,92.91446414,93.23054623,93.617202,94.28312052,94.60620943,95.30889618,95.55986264,95.91093438,96.26092842,96.61147049,97.00028371,97.01316806,97.25275592,97.79759421,257.7578121,251.6195008,224.4475735,237.8235153,269.6976795,323.6822355,378.5969358,449.1730916,515.2460112,512.784707,609.8230382,677.9836282,673.0288466,694.4814331,707.5474203,636.4960603,135,131,127,124,120,117,115,114,114,107,99,95,92,90,90,88,87,85,84,85,81,78,75,72,69,67
LDC,Least developed countries: UN classification,23.41625484,66.32622332,NA,NA,64.44519781,44.79464946,436,0,34.65936084,33.26787306,32.16257866,30.91465825,29.72343792,28.50416052,27.47854596,26.56328804,25.7210157,24.9320729,24.31724907,23.79026027,23.51766858,23.26033118,23.14075097,23.24786726,23.41625484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.298392,171.968618,168.6326723,165.4402826,163.1340855,158.9805623,154.5547802,150.9397846,147.0050775,142.1896665,137.3159764,132.1251434,126.7277944,121.2708365,115.9271966,110.7224552,105.8285855,101.1488266,97.39537628,92.39142084,89.50909597,84.44382081,80.75028162,77.40400343,74.33359383,71.4193764,68.73337765,66.32622332,40.23572619,40.71061479,41.19477215,41.68689847,42.18101295,42.6567529,43.08927055,43.46246653,43.76958585,44.01624058,44.22331383,44.42240674,44.64626942,44.91952698,45.25624455,45.66321316,46.13717828,46.6533266,47.18097586,47.69493805,48.1799895,48.63371838,49.06704289,49.48625792,49.89146207,50.27415711,50.62326562,50.9357455,51.21410932,51.46932632,51.7209722,51.99311007,52.30035106,52.64582267,53.02266916,53.42446677,53.8482384,54.29148543,54.75195723,55.23003045,55.72941304,56.25710213,56.81776281,57.41028774,58.02919321,58.66648649,59.31391369,59.95961927,60.59195705,61.20192894,61.77919814,62.31687056,62.81598745,63.27765038,63.70171696,64.08958665,64.44519781,22.34767462,22.9535672,23.61084566,24.2780253,24.9389244,25.64465788,26.34381721,27.03597053,27.72459757,28.40936775,29.09189658,29.49922631,30.17704169,30.8475336,31.51443993,32.16136228,9.086144186,10.55157309,11.06182048,11.69557146,12.63943972,13.98344325,15.63871783,15.78480379,17.94978262,18.94011778,20.47799114,21.0546376,22.66631628,24.08972784,24.70025489,25.8447656,28.54694839,29.43937477,30.45335857,31.45525102,32.51407442,34.15507525,36.38947411,37.08884447,38.67314015,40.67939094,44.7777367,11.93521484,11.89237299,12.84135323,14.87499614,17.58173107,19.80360234,23.2056613,27.59443317,32.12820883,32.97834995,34.63170375,37.61768739,38.06636746,41.49154804,45.33828109,44.79464946,903,889,879,867,851,832,814,794,774,753,732,711,688,664,639,614,593,575,553,536,519,501,485,468,451,436
LIC,Low income,28.16203961,69.1,NA,NA,62.93547351,37.23332301,479,0,36.66500888,35.88331234,34.95669907,33.86684486,32.6937982,31.59765751,30.73010788,29.96878912,29.23393755,28.42447308,27.71024051,27.13189183,26.87354936,26.95770328,27.23818632,27.7737623,28.16203961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.5,176.6,173.8,171.2,169.9,165.7,161.1,157.6,153.6,148.4,143.2,137.6,131.9,126.1,120.5,115,110,105.2,100.5,96.1,93.5,87.9,84,80.6,77.4,74.4,71.6,69.1,39.51486008,39.92904863,40.34534414,40.7721476,41.21549146,41.67748117,42.15584235,42.64232142,43.12993628,43.613863,44.09186876,44.5638151,45.030379,45.48919086,45.93796919,46.37201043,46.78733597,47.18408343,47.5653831,47.93524114,48.29973595,48.66438769,49.03056814,49.39548481,49.75267731,50.08803131,50.38419313,50.6295867,50.8200265,50.96555069,51.08463424,51.20153914,51.3365266,51.49692625,51.67740057,51.88014412,52.11617862,52.39674529,52.72966611,53.1204937,53.5737272,54.09220406,54.67038092,55.2997826,55.97061071,56.66934431,57.38254081,58.09364421,58.78452958,59.43990124,60.05002598,60.61280243,61.13701181,61.6298427,62.09304317,62.52786541,62.93547351,20.85731512,21.24498524,24.33750072,24.73948615,25.15092385,25.57737484,26.02117913,26.4757345,26.92898295,27.35920528,27.75704647,27.77058596,28.11651575,28.44807639,28.78733187,29.11924779,8.736738936,9.350031165,10.00632782,10.16685993,10.7707928,11.88932604,13.39632577,13.74191201,14.93303345,15.89596334,17.92875904,17.41952175,18.70563088,20.32751065,20.70459888,21.45287833,23.71824083,25.49323409,26.01106001,27.13759862,27.97380595,28.79061822,31.3355896,32.01828923,33.50500334,34.39258411,38.83371913,14.5043046,13.89310319,14.67331078,16.6016054,18.90586481,20.8543848,23.6339282,27.35011062,31.15241542,31.80847236,35.11871555,35.41933348,36.08697311,36.44311381,39.48073326,37.23332301,954,942,933,923,908,889,873,854,835,816,796,776,753,727,701,674,652,632,608,589,570,549,532,512,495,479
LIE,Liechtenstein,NA,NA,NA,NA,82.65609756,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.65609756,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKA,Sri Lanka,10.9,8.8,NA,NA,75.284,117.8673949,30,0,18.6,18.5,18.9,18.9,18.6,18.2,17.4,16.5,15.4,14.5,13.8,13.1,12.3,11.6,11,10.8,10.9,97.1,93.2,89.6,86.3,83.2,80.5,78.1,76,74.3,72.9,71.7,70.6,69.5,68.1,66.6,64.7,62.4,59.7,56.8,53.6,50.1,46.4,42.5,38.3,34.2,30.3,26.9,24.2,22.5,21.6,21.3,21.3,21.3,21.1,20.6,20,19.3,18.6,17.9,17.1,16.5,16,15.6,15.2,29.2,14.3,13.5,12.8,12.3,11.9,11.6,11.2,10.8,10.4,10,9.5,9.1,8.8,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.058,69.079,69.086,69.121,69.209,69.351,69.511,69.628,69.66,69.593,69.452,69.31,69.267,69.399,69.744,70.296,71.002,71.775,72.511,73.128,73.593,73.896,74.059,74.144,74.207,74.27,74.352,74.462,74.593,74.741,74.906,75.088,75.284,85.37815263,86.01406331,86.65012205,87.28639604,87.92284797,88.55947784,89.19628567,89.83327863,90.47044977,91.10779884,91.74532587,92.38303084,93.02091376,93.65819942,94.18462278,94.20667369,52.93764114,54.63951111,56.34087372,58.03917313,59.73135757,61.41436386,63.0851326,64.74060822,66.37773132,67.99343109,69.58618927,63.6,80.7,74.27824402,75.8337326,77.39506531,78.9683075,80,82.17324829,83.80799866,85.3,87.76,88.80839539,90.2,92.19206238,93.88990021,95.58823395,35.97570468,33.86191197,35.27444705,35.93556236,41.86389813,47.25634695,53.59468118,59.43868076,72.42592243,77.50253497,83.44040315,94.72251841,87.30595932,100.3929517,109.8278267,117.8673949,75,73,72,68,69,70,68,67,60,58,57,47,45,46,44,43,42,39,38,36,35,33,32,32,31,30
LMC,Lower middle income,13.83552556,48.5,NA,NA,67.8822079,81.70691157,257,0,19.1459207,19.47053757,20.05837945,20.29977925,20.21619351,19.54413359,18.47763924,17.44327563,16.61565937,16.06276528,15.63241382,15.27671188,15.0671171,14.64595703,14.19644406,13.90434226,13.83552556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.6,118.9,116.4,114,111.6,109.1,106.6,103.9,101,98,94.8,91.6,88.3,85.1,82.5,78.8,75.8,72.9,70.3,67.1,64.3,61.7,59.2,56.8,54.6,52.4,50.4,48.5,45.48037438,46.081579,46.67734427,47.2681434,47.85187824,48.41979056,48.96172028,49.47131307,49.94715504,50.39443323,50.82651339,51.26141572,51.71441159,52.19484939,52.70327271,53.23615046,53.78339103,54.32854935,54.85490714,55.35198883,55.81214223,56.24457824,56.63642625,57.00718155,57.36183529,57.70413058,58.04009734,58.38919207,58.72168689,59.06562099,59.40874578,59.7256442,60.08222917,60.41331394,60.73792172,61.05700973,61.38278705,61.71577637,62.04842852,62.36693815,62.6708877,62.9961993,63.31776383,63.64871557,63.98977445,64.33645362,64.69842174,65.06688441,65.43379077,65.81241656,66.18079432,66.52262186,66.8371695,67.13139696,67.39960514,67.6473864,67.8822079,35.92940981,37.05816874,38.20050426,39.34535699,40.48823708,41.64103869,42.79125043,43.92443278,45.05280124,46.18079718,47.31430225,48.44560446,49.56925799,50.68996075,51.80188795,52.90202807,47.76458244,48.03035767,50.73610684,52.43164421,53.01735081,54.64965512,56.47399204,58.08160795,59.65914323,62.32229967,62.39160991,61.31863352,64.96418141,66.40790943,66.81934219,68.5230502,70.069753,71.27212167,72.49944278,74.62718922,75.18007496,72.56159921,78.57399337,78.85635944,80.09575712,83.51604672,83.41524835,21.67934874,22.58744433,23.2755833,26.74352485,30.04283295,35.08464381,40.63517354,48.54448659,54.20721172,54.00120202,63.87452116,70.26646527,74.16962704,80.44416751,80.80830076,81.70691157,545,531,517,505,494,483,472,461,449,435,421,407,391,374,359,343,327,317,303,300,291,280,273,267,262,257
LMY,Low & middle income,12.39600519,42.772961,NA,NA,70.36682416,233.5078593,238,0,17.66264043,17.6610866,17.76780056,17.73047911,17.47970313,16.94080039,16.2052461,15.44547226,14.8030512,14.26621148,13.79693776,13.40967678,13.14918165,12.81628542,12.51783319,12.38731983,12.39600519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.474445,101.2508152,100.1193837,98.93013532,97.86275826,96.22765488,94.34187112,92.41271809,90.24571021,87.66736475,84.90910671,81.95800721,78.90456271,75.83357639,73.05710011,69.78377082,66.88656244,64.047886,61.46246226,58.64158992,56.42286665,53.73917202,51.51474063,49.45202235,47.57337455,45.82274307,44.23226648,42.772961,47.09403846,47.61884768,48.22532962,48.9406679,49.77040461,50.68164978,51.62782011,52.55999623,53.43891521,54.23492494,54.96493054,55.61727818,56.20577171,56.77972098,57.33527827,57.84169001,58.34260914,58.81494554,59.25882068,59.65557459,60.03548744,60.39714437,60.74773469,61.0602421,61.34817744,61.66667836,62.01100165,62.29194526,62.55353716,62.79527754,63.02498118,63.24568544,63.41262307,63.57033336,63.7849441,64.03102706,64.32335319,64.63913054,64.93469186,65.20666496,65.50778778,65.8227193,66.13249968,66.45400987,66.79199433,67.11646985,67.47560283,67.82433317,68.15363349,68.49758643,68.80871894,69.12368023,69.40627913,69.67719117,69.91867498,70.14911818,70.36682416,49.57267057,50.26992371,51.2170728,52.04961641,52.8822365,53.72120957,54.66703975,55.48937975,56.3107016,57.13266197,57.95272092,58.67645344,59.485352,60.28879743,61.07764666,61.8460925,65.11219872,65.42242202,66.69031701,67.5369222,67.93432317,68.78632712,69.75680938,70.6497216,71.48901517,72.8707317,73.04267347,72.5489102,74.41833008,75.20862422,75.42757322,76.28973988,77.30624796,77.97250862,78.62705268,79.76735809,80.18199423,78.95979755,82.06262123,82.22643995,82.87742381,84.49944648,84.90107563,55.97645552,56.83476588,59.23722653,66.3096346,76.68177559,90.05523417,104.8235337,126.6786421,151.7959748,155.2423306,178.5911655,205.4481316,217.7354657,232.0117519,240.0459127,233.5078593,428,423,420,417,414,410,406,401,395,387,378,368,357,344,331,319,306,297,285,280,272,262,256,249,243,238
LSO,Lesotho,12.8,85.9,NA,NA,54.174,90.85011948,487,1,13.6,13,12.6,12.3,11.9,11.7,11.7,12,12.3,12.5,12.7,13.1,13.3,13.3,13.1,12.9,12.8,189,188.1,187.9,188.2,188.4,188.4,187.8,186.2,183.9,180.9,177.2,173.3,169.2,164.7,159.7,154.4,148.5,142.4,136,129.6,123.4,117.7,112.3,107.3,103,99.2,96,93.3,91.3,89.7,88.8,88.6,89.3,91,93.6,97.1,101.1,105.3,109.6,113.5,116.9,119.6,121.7,123.3,124,123.8,122.7,119.3,117.1,110,99.2,98.4,97.4,95.8,94.7,93.8,88.9,85.9,46.602,47.089,47.501,47.829,48.08,48.264,48.401,48.522,48.656,48.822,49.037,49.309,49.634,50.006,50.426,50.896,51.418,51.985,52.582,53.196,53.807,54.396,54.949,55.462,55.931,56.395,56.905,57.48,58.098,58.708,59.206,59.464,59.394,58.944,58.112,56.902,55.351,53.584,51.75,49.971,48.405,47.195,46.394,46.021,46.078,46.521,47.266,48.171,49.112,50.014,50.826,51.53,52.158,52.738,53.268,53.745,54.174,7.219113467,9.712420787,12.19923165,14.67917776,17.15225205,19.61777051,22.07583638,24.5166579,26.95094043,29.37821239,31.7987066,34.21204661,36.61814543,39.01671769,41.40777558,43.79110608,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.009999999776,0.01357956976,0.06168955192,0.3015233576,0.9568244815,4.258760108,3.629649639,5.303376675,6.97081995,6.8,10.31110764,9.7,13.69901657,15.42447567,17,18.93547249,20.71500206,22.50654793,24.30710411,27.8,27.92323875,29.73330879,28.54430168,28.20800176,23.83827213,35.66432994,44.32208444,44.19095309,51.72047224,68.2398431,72.1477566,82.77605893,79.71178656,102.6065074,102.5276555,98.43654719,103.0381047,90.85011948,629,586,552,527,522,525,538,560,586,615,649,679,704,722,737,746,725,707,668,635,587,555,549,532,513,487
LTE,Late-demographic dividend,7.618079829,11.06264089,NA,NA,75.71565922,468.7315985,34,0,14.28033103,13.9457721,13.51999072,13.18395466,12.79698336,12.44937357,12.03685971,11.47340046,10.93492301,10.37625096,9.822902647,9.325633075,8.836330299,8.348712589,7.935591903,7.706835236,7.618079829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3426753,49.399528,48.24624418,46.76874219,45.1532367,43.32664966,41.48302846,39.56879585,37.58182314,35.54085586,33.40879273,31.19982165,28.98515935,26.87121294,24.99742808,22.99212776,21.33102772,19.83960722,18.60588882,17.40719322,16.41809659,15.45048384,14.56345326,13.74743721,13.00267165,12.3194924,11.75964805,11.06264089,50.24539007,50.7477601,51.38916952,52.26180804,53.36780076,54.67062192,56.04578798,57.40136559,58.68563242,59.78826472,60.76934527,61.59026261,62.31397696,62.9808289,63.62751761,64.15769516,64.7056303,65.21295803,65.68339385,66.09205057,66.47421039,66.8660583,67.22940349,67.50642005,67.73154307,68.02048703,68.37754606,68.58012782,68.76915587,68.90574853,69.04034059,69.16243926,69.18615977,69.19290826,69.32150252,69.54188646,69.87261748,70.22933357,70.5751577,70.86248739,71.21716374,71.59944886,71.95764688,72.31114595,72.6793322,72.98831088,73.34813065,73.66244197,73.93034904,74.21741074,74.44300566,74.71366641,74.92670453,75.14826908,75.34297995,75.52966717,75.71565922,67.50148038,68.08241673,69.05614556,69.92744658,70.80438785,71.68265248,72.65240139,73.52126963,74.38709377,75.25369705,76.1142902,76.97221744,77.82211981,78.66205356,79.49081833,80.29800845,89.70144926,90.32154383,90.58297387,91.1323098,91.64035154,92.04201325,92.5993877,92.87348191,93.51000783,93.90882847,94.1237174,94.67116322,95.23853333,95.49673954,95.79822832,96.3738079,97.07438373,96.96310406,97.39592106,97.85468133,98.3858042,98.55432692,98.81810126,98.97550905,98.92014255,99.11703434,99.22305499,88.18841632,89.65148825,95.8644909,107.2460616,125.6823415,150.5694477,179.5620447,223.1052275,282.437123,293.0251078,333.1216781,395.9631558,425.230294,462.040916,486.2251094,468.7315985,97,93,89,85,81,77,74,72,70,67,63,61,59,57,55,53,51,49,47,45,43,40,39,36,35,34
