"countryCode","countryName","undernourished","under5mortality","sanitationUrban","sanitationRural","lifeExpectancy","healthExpenditure","maternalMortality","LDC","undernourished2000","undernourished2001","undernourished2002","undernourished2003","undernourished2004","undernourished2005","undernourished2006","undernourished2007","undernourished2008","undernourished2009","undernourished2010","undernourished2011","undernourished2012","undernourished2013","undernourished2014","undernourished2015","undernourished2016","under5_1960","under5_1961","under5_1962","under5_1963","under5_1964","under5_1965","under5_1966","under5_1967","under5_1968","under5_1969","under5_1970","under5_1971","under5_1972","under5_1973","under5_1974","under5_1975","under5_1976","under5_1977","under5_1978","under5_1979","under5_1980","under5_1981","under5_1982","under5_1983","under5_1984","under5_1985","under5_1986","under5_1987","under5_1988","under5_1989","under5_1990","under5_1991","under5_1992","under5_1993","under5_1994","under5_1995","under5_1996","under5_1997","under5_1998","under5_1999","under5_2000","under5_2001","under5_2002","under5_2003","under5_2004","under5_2005","under5_2006","under5_2007","under5_2008","under5_2009","under5_2010","under5_2011","under5_2012","under5_2013","under5_2014","under5_2015","under5_2016","under5_2017","sanitationUrban2000","sanitationUrban2001","sanitationUrban2002","sanitationUrban2003","sanitationUrban2004","sanitationUrban2005","sanitationUrban2006","sanitationUrban2007","sanitationUrban2008","sanitationUrban2009","sanitationUrban2010","sanitationUrban2011","sanitationUrban2012","sanitationUrban2013","sanitationUrban2014","sanitationUrban2015","sanitationRural2000","sanitationRural2001","sanitationRural2002","sanitationRural2003","sanitationRural2004","sanitationRural2005","sanitationRural2006","sanitationRural2007","sanitationRural2008","sanitationRural2009","sanitationRural2010","sanitationRural2011","sanitationRural2012","sanitationRural2013","sanitationRural2014","sanitationRural2015","lifeExpectancy1960","lifeExpectancy1961","lifeExpectancy1962","lifeExpectancy1963","lifeExpectancy1964","lifeExpectancy1965","lifeExpectancy1966","lifeExpectancy1967","lifeExpectancy1968","lifeExpectancy1969","lifeExpectancy1970","lifeExpectancy1971","lifeExpectancy1972","lifeExpectancy1973","lifeExpectancy1974","lifeExpectancy1975","lifeExpectancy1976","lifeExpectancy1977","lifeExpectancy1978","lifeExpectancy1979","lifeExpectancy1980","lifeExpectancy1981","lifeExpectancy1982","lifeExpectancy1983","lifeExpectancy1984","lifeExpectancy1985","lifeExpectancy1986","lifeExpectancy1987","lifeExpectancy1988","lifeExpectancy1989","lifeExpectancy1990","lifeExpectancy1991","lifeExpectancy1992","lifeExpectancy1993","lifeExpectancy1994","lifeExpectancy1995","lifeExpectancy1996","lifeExpectancy1997","lifeExpectancy1998","lifeExpectancy1999","lifeExpectancy2000","lifeExpectancy2001","lifeExpectancy2002","lifeExpectancy2003","lifeExpectancy2004","lifeExpectancy2005","lifeExpectancy2006","lifeExpectancy2007","lifeExpectancy2008","lifeExpectancy2009","lifeExpectancy2010","lifeExpectancy2011","lifeExpectancy2012","lifeExpectancy2013","lifeExpectancy2014","lifeExpectancy2015","lifeExpectancy2016","healthExpenditure2000","healthExpenditure2001","healthExpenditure2002","healthExpenditure2003","healthExpenditure2004","healthExpenditure2005","healthExpenditure2006","healthExpenditure2007","healthExpenditure2008","healthExpenditure2009","healthExpenditure2010","healthExpenditure2011","healthExpenditure2012","healthExpenditure2013","healthExpenditure2014","healthExpenditure2015","maternal1990","maternal1991","maternal1992","maternal1993","maternal1994","maternal1995","maternal1996","maternal1997","maternal1998","maternal1999","maternal2000","maternal2001","maternal2002","maternal2003","maternal2004","maternal2005","maternal2006","maternal2007","maternal2008","maternal2009","maternal2010","maternal2011","maternal2012","maternal2013","maternal2014","maternal2015"
"SEN","Senegal",11.3,45.4,65.84584398,34.77260592,67.146,36.07884461,315,1,28.7,27.6,26.7,25.2,23.4,21.6,19.2,16.9,14.7,13.6,13.1,13,12.7,12.4,12.2,11.7,11.3,294.8,294.7,295,295.5,296.1,296.2,296,295.1,293.5,290.8,287.1,282.1,276.1,269,260.7,251.2,240.9,230.5,220.7,211.7,204.1,197.5,191.4,185.3,178.8,171.4,163.3,155.4,148.5,143,139.3,137.5,137,137.6,138.7,139.9,140.7,140.7,139.4,136.6,131.7,125.1,117.3,109.2,101.3,94,87.2,81.1,75.7,70.9,66.5,62.6,59,55.6,52.6,49.8,47.5,45.4,59.22116184,59.66280731,60.10445279,60.54609827,60.98774374,61.42938922,61.8710347,62.31268017,62.75432565,63.19597112,63.6376166,64.07926208,64.52090755,64.96255303,65.40419851,65.84584398,24.50570971,25.19016946,25.87462921,26.55908895,27.2435487,27.92800845,28.61246819,29.29692794,29.98138769,30.66584743,31.35030718,32.03476693,32.71922667,33.40368642,34.08814617,34.77260592,38.223,38.38,38.462,38.477,38.449,38.407,38.386,38.424,38.558,38.816,39.227,39.814,40.562,41.445,42.442,43.521,44.641,45.767,46.869,47.927,48.944,49.94,50.938,51.945,52.946,53.914,54.813,55.61,56.283,56.818,57.202,57.43,57.529,57.535,57.48,57.405,57.344,57.328,57.383,57.533,57.796,58.18,58.665,59.23,59.859,60.541,61.263,62.008,62.755,63.485,64.177,64.814,65.393,65.914,66.376,66.784,67.146,21.93803455,23.96166904,25.99245254,34.67810094,41.0652799,35.6521177,37.56557057,39.03761129,47.0301365,42.46641606,40.13842343,42.68439656,39.6913484,40.74475539,41.97709433,36.07884461,540,527,519,513,511,509,508,506,501,496,488,481,474,462,445,427,426,414,398,387,375,365,351,335,323,315
"SGP","Singapore",NA,2.8,100,NA,82.79512195,2280.284125,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8,43.8,40.6,38.2,36.5,35,33.5,31.9,30.3,28.8,27.4,26,24.3,22,19.6,17.6,16.2,15.4,15.1,15,14.8,14.1,13.2,12.4,11.6,10.9,10.4,9.8,9.1,8.4,7.7,6.9,6.3,5.8,5.3,5,4.8,4.6,4.4,4.1,3.9,3.6,3.4,3.2,3,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.8,2.8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.65982927,66.08719512,66.4322439,66.70080488,66.91021951,67.08580488,67.25595122,67.44573171,67.67373171,67.95107317,68.27941463,68.65046341,69.04290244,69.44031707,69.83478049,70.21970732,70.59397561,70.96090244,71.32334146,71.68273171,72.1902439,72.58780488,72.68780488,73.03658537,73.2902439,73.8902439,74.24634146,74.54878049,74.69756098,74.94634146,75.29512195,75.64634146,75.94634146,76.04634146,76.19756098,76.29512195,76.59512195,76.89756098,77.3,77.55121951,77.95121951,78.25121951,78.55121951,79.03902439,79.4902439,79.9902439,80.14146341,80.44146341,80.7902439,81.24146341,81.54146341,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244,82.79512195,820.6982388,706.734387,752.2897551,828.8669032,829.2339014,863.3361978,945.7785231,1084.877308,1275.14338,1318.533311,1503.009588,1690.559857,1848.340226,2099.577787,2221.249508,2280.284125,12,10,11,11,12,13,14,15,16,18,18,18,18,17,17,16,16,14,14,12,11,12,12,11,10,10
"SLB","Solomon Islands",12.3,20.6,76.10947863,18.37565312,70.726,152.1290973,114,1,15,14.5,13.6,12.9,12.3,11.9,11.4,11.2,10.9,10.7,10.6,11.1,12.1,13,13.2,12.7,12.3,186.7,177.3,168.4,160.1,151.9,144.3,136.5,128.5,120.8,112.6,104.6,97.2,90.1,83.8,77.9,72.5,67.6,63.2,59.3,56,53.2,50.8,48.7,46.8,45.2,43.7,42.4,41.3,40.3,39.3,38.3,37.3,36.3,35.3,34.3,33.4,32.6,32,31.4,30.8,30.3,29.9,29.5,29.2,29,28.6,28.2,27.7,27.1,26.4,25.7,24.9,24.1,23.4,22.6,21.9,21.2,20.6,62.47649233,62.47649233,62.47649233,62.47649233,62.47649233,64.14706664,65.81764094,67.48821525,69.15878956,70.82936387,72.49993818,74.17051249,75.8410868,76.01704105,76.10947863,76.10947863,13.04521177,13.04521177,13.04521177,13.04521177,13.04521177,13.52979735,14.01438292,14.4989685,14.98355408,15.46813966,15.95272523,16.43731081,16.92189639,17.40648197,17.89106755,18.37565312,49.174,49.679,50.183,50.688,51.194,51.701,52.208,52.717,53.227,53.737,54.252,54.78,55.319,55.862,56.398,56.919,57.417,57.876,58.276,58.594,58.778,58.774,58.574,58.203,57.705,57.162,56.677,56.337,56.204,56.306,56.638,57.162,57.796,58.471,59.153,59.822,60.475,61.127,61.788,62.449,63.103,63.744,64.368,64.971,65.549,66.104,66.635,67.147,67.641,68.118,68.572,69.001,69.4,69.771,70.113,70.43,70.726,53.85307269,80.68298091,65.04409463,55.80990854,67.14828998,92.69828855,88.9329065,90.82667283,97.34061963,91.48137537,93.66685003,123.7440071,172.622232,134.7556319,167.9013754,152.1290973,364,345,325,304,288,273,259,247,237,226,214,203,192,182,172,164,158,152,147,142,136,131,126,122,118,114
"SLE","Sierra Leone",25.5,110.5,23.82131155,8.360546059,51.835,106.685905,1360,1,39.6,40.3,40,39.6,38.8,37,34.6,32.2,30.4,28.7,27,25.2,24.5,24.7,25.4,25.7,25.5,393.9,388.1,382.1,376,369.9,363.5,356.9,350.6,344.4,338.2,332.1,326.8,321.8,316.5,311.5,306.5,301.7,297.2,293.1,288.9,285,281.5,278.3,275.5,272.8,270.2,268,266,264.4,263,261.7,260.8,259.8,258.5,256.8,254.4,251.4,247.5,243.1,238.1,233.1,227.7,222,216,209.8,203.2,196.1,188.6,180.5,171.9,163.2,154.3,145.6,137.3,129.4,122.2,115.9,110.5,20.61734281,20.83094073,21.04453865,21.25813656,21.47173448,21.68533239,21.89893031,22.11252823,22.32612614,22.53972406,22.75332197,22.96691989,23.18051781,23.39411572,23.60771364,23.82131155,4.215306103,4.491655433,4.768004764,5.044354094,5.320703424,5.597052755,5.873402085,6.149751416,6.426100746,6.702450076,6.978799407,7.255148737,7.531498068,7.807847398,8.084196728,8.360546059,30.371,30.579,30.789,31.012,31.263,31.572,31.973,32.481,33.098,33.812,34.601,35.435,36.272,37.073,37.809,38.468,39.046,39.555,39.998,40.365,40.641,40.808,40.861,40.796,40.616,40.312,39.873,39.318,38.683,38.01,37.348,36.746,36.246,35.888,35.705,35.729,35.98,36.432,37.055,37.822,38.702,39.66,40.66,41.669,42.66,43.624,44.566,45.5,46.432,47.348,48.224,49.034,49.762,50.401,50.951,51.423,51.835,13.78268354,22.1647827,25.19765624,25.50127249,26.14353507,28.52398876,29.62984986,31.76797,37.08767317,38.461546,36.81582327,46.97352257,50.02790206,82.22550533,139.7573331,106.685905,2630,2700,2780,2850,2900,2900,2890,2870,2820,2750,2650,2530,2390,2270,2110,1990,1880,1800,1730,1680,1630,1580,1510,1460,1410,1360
"SLV","El Salvador",10.3,14.5,93.19349711,86.9771617,73.512,283.1566304,54,0,11,9.3,8.9,9.3,10,10.5,10.8,11,11.4,11.9,12.4,12.5,12.3,11.8,11.3,11,10.3,184.7,180.9,177.1,173.8,170.5,167.3,164.2,161.1,158,155,152,149,145.7,142.1,138.2,134.1,129.6,124.8,119.7,114.4,108.8,103.1,97.2,91.3,85.7,80.4,75.4,70.9,66.8,63.1,59.7,56.5,53.4,50.4,47.4,44.6,41.9,39.4,37,34.8,32.9,31.1,29.4,27.9,26.4,25,23.7,22.5,21.4,20.3,19.4,18.4,17.6,16.9,16.2,15.5,15,14.5,89.53493118,89.53493118,89.53493118,89.81635933,90.09778748,90.37921562,90.66064377,90.94207192,91.22350007,91.50492822,91.78635637,92.06778452,92.34921267,92.63064082,92.91206897,93.19349711,70.97573894,70.97573894,70.97573894,72.20661762,73.43749629,74.66837496,75.89925364,77.13013231,78.36101098,79.59188966,80.82276833,82.053647,83.28452568,84.51540435,85.74628302,86.9771617,49.969,50.637,51.264,51.847,52.385,52.883,53.349,53.792,54.215,54.617,54.987,55.31,55.576,55.783,55.937,56.04,56.097,56.129,56.164,56.233,56.378,56.642,57.042,57.585,58.267,59.082,60.011,61.01,62.032,63.039,63.99,64.85,65.609,66.267,66.818,67.27,67.64,67.958,68.253,68.541,68.834,69.135,69.44,69.743,70.048,70.357,70.668,70.98,71.291,71.599,71.902,72.195,72.479,72.753,73.015,73.267,73.512,178.7946267,182.9388675,184.7919206,184.203894,192.0485271,203.8046025,204.4538096,208.7145916,217.9434368,229.9554395,240.2416627,254.3471521,256.6045451,269.5392909,271.0983542,283.1566304,157,143,140,138,135,118,112,111,100,88,84,86,72,69,69,68,67,62,59,63,59,60,57,55,54,54
"SMR","San Marino",NA,2.2,NA,NA,NA,3243.080831,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14.5,13.7,12.9,12.1,11.4,10.8,10.1,9.5,9,8.5,8,7.5,7.1,6.7,6.3,5.9,5.6,5.2,4.9,4.7,4.4,4.1,3.9,3.7,3.5,3.3,3.1,2.9,2.7,2.6,2.5,2.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.41707317,NA,NA,NA,NA,2065.547747,2094.465206,2135.878061,2379.227765,2808.734797,2719.697795,3056.635103,3758.238894,4305.53441,4177.075977,3973.859423,4267.079697,4009.5043,4024.389675,3881.497191,3243.080831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOM","Somalia",NA,127.2,28.46093479,8.163627971,56.293,NA,732,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.4,191.3,189.8,188.3,187,185.5,183.1,179.9,176.8,174.3,173.4,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.3,173.2,172.6,170.5,167,163.1,158.6,153.5,148.9,144.1,139.8,135.6,131.5,127.2,49.92137113,48.49067538,47.05997962,45.62928386,44.19858811,42.76789235,41.3371966,39.90650084,38.47580508,37.04510933,35.61441357,34.18371782,32.75302206,31.3223263,29.89163055,28.46093479,8.723098695,8.685800646,8.648502598,8.61120455,8.573906502,8.536608453,8.499310405,8.462012357,8.424714308,8.38741626,8.350118212,8.312820164,8.275522115,8.238224067,8.200926019,8.163627971,36.977,37.375,37.774,38.176,38.579,38.982,39.384,39.784,40.179,40.571,40.958,41.344,41.728,42.112,42.495,42.877,43.259,43.639,44.012,44.374,44.724,45.065,45.391,45.693,45.957,46.142,46.196,46.111,45.908,45.631,45.375,45.258,45.359,45.72,46.335,47.148,48.065,48.963,49.751,50.389,50.867,51.211,51.49,51.761,52.042,52.344,52.666,52.996,53.323,53.652,53.986,54.332,54.694,55.072,55.467,55.876,56.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1210,1210,1210,1210,1200,1190,1190,1160,1130,1110,1080,1050,1020,999,971,939,911,885,865,846,820,808,791,775,753,732
"SRB","Serbia",5.6,5.7,97.75648387,90.75129909,75.23902439,491.2518643,17,0,NA,NA,NA,NA,NA,NA,6,6,6,5.9,5.9,6,6.1,6,6,5.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,39,37.9,36.4,33.9,30.9,28.2,26.1,24.5,23.1,21.6,19.6,17.4,15.4,14,13.2,12.6,12.1,11.5,10.6,9.7,8.9,8.4,8.1,7.9,7.8,7.6,7.4,7.1,6.9,6.6,6.3,6,5.7,97.8909813,97.88201481,97.87304831,97.86408182,97.85511532,97.84614883,97.83718233,97.82821584,97.81924934,97.81028284,97.80131635,97.79234985,97.78338336,97.77441686,97.76545037,97.75648387,97.19133607,96.76200028,96.33266448,95.90332868,95.47399288,95.04465708,94.61532128,94.18598548,93.75664968,93.32731388,92.89797808,92.46864229,92.03930649,91.60997069,91.18063489,90.75129909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.48780488,NA,NA,NA,NA,NA,72.03902439,NA,NA,71.58292683,72.23414634,72.28536585,72.43658537,72.68292683,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.23902439,65.2005478,110.9661735,173.2741931,230.1071891,274.4285756,307.5655819,371.5573891,547.1905854,672.9473608,575.8746981,545.3567864,619.1719018,559.8135582,627.533324,608.8587101,491.2518643,14,15,15,16,16,15,16,16,17,17,17,17,16,16,15,15,15,14,15,15,16,16,16,17,17,17
"SSA","Sub-Saharan Africa (excluding high income)",21.33027134,75.46040254,41.73558178,20.23757908,60.3935628,84.83958451,547,0,27.59880534,26.90621066,26.38555603,25.54829363,24.55455442,23.5168357,22.81403619,22.31388759,21.84847245,21.29579675,20.7722165,20.33016182,20.20875543,20.00009345,20.03363086,20.53963993,21.33027134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.2206092,178.6636255,177.0949198,175.5582797,174.8010864,172.0488836,168.8209074,166.024945,162.6700379,158.235748,153.5814869,148.4281349,142.9743836,137.3604142,131.7259251,126.1398275,120.7875589,115.4950125,110.3653748,105.404849,100.8511144,96.29359826,92.0288996,88.17512108,84.68399187,81.34092827,78.25887187,75.46040254,39.09231779,39.25549124,39.42210731,39.57070639,39.71598088,39.91278781,40.10319168,40.29333918,40.47308689,40.65609355,40.843435,40.91070802,41.12036484,41.32658829,41.53310065,41.73558178,18.0554129,18.16179455,18.27012042,18.3831713,18.49767862,18.66145754,18.82833848,18.98966458,19.16830034,19.3492161,19.53245144,19.48841305,19.67678024,19.86598884,20.05608824,20.23757908,40.37701245,40.81692397,41.24748833,41.66691779,42.07634037,42.47783917,42.87598831,43.27548947,43.67934849,44.08842272,44.50277212,44.92157111,45.34005876,45.75287645,46.15555309,46.54391136,46.9150059,47.26925657,47.60659482,47.92702131,48.23112061,48.5202584,48.79424941,49.05107921,49.28699452,49.49244113,49.6562344,49.77213847,49.84075592,49.87069048,49.87472981,49.87042159,49.86930274,49.87845723,49.89661813,49.92433923,49.96633996,50.03409514,50.1408522,50.3020082,50.53701023,50.86361154,51.28880199,51.81089931,52.42182381,53.10945677,53.85755444,54.63957847,55.42823167,56.2025929,56.94228256,57.63530314,58.28241288,58.8831983,59.4352274,59.93780952,60.3935628,31.41160071,29.38354384,27.81469512,39.96055109,48.13109794,54.02891031,60.81028507,67.72777395,73.04220515,72.20509043,83.10884506,89.37048023,88.93056167,90.19272647,90.45977513,84.83958451,987,975,965,956,944,928,916,901,884,867,846,827,801,773,744,717,689,673,646,642,625,601,587,573,560,547
"SSD","South Sudan",NA,96.4,27.55716299,6.365170855,56.811,28.04670336,789,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.4,292.1,289.2,286.1,282.8,279.7,276.2,272.1,267.6,263,258.4,253.6,248.5,243,237.3,230.9,224.1,217.1,209.5,201,192.1,182.9,173.4,164.4,155.7,147.5,139.7,132.5,125.7,119.2,112.9,107.1,102.1,98.6,96.9,96.4,96.4,96.4,96.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.21317744,21.29917383,23.38517022,25.47116661,27.55716299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.322985315,4.8335317,5.344078085,5.85462447,6.365170855,31.697,32.125,32.55,32.975,33.402,33.828,34.248,34.656,35.051,35.432,35.807,36.186,36.575,36.974,37.378,37.767,38.118,38.417,38.662,38.861,39.033,39.206,39.41,39.671,40.005,40.423,40.931,41.513,42.149,42.825,43.525,44.232,44.933,45.612,46.258,46.859,47.409,47.916,48.386,48.825,49.239,49.631,50.013,50.393,50.782,51.19,51.627,52.095,52.591,53.113,53.655,54.206,54.756,55.294,55.817,56.322,56.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.71572236,26.31796339,29.32940288,28.04670336,1730,1700,1670,1630,1580,1530,1470,1410,1370,1340,1310,1270,1230,1190,1150,1090,1030,971,928,886,876,869,857,841,823,789
"SSF","Sub-Saharan Africa",21.33027134,75.5,41.73558178,20.23757908,60.39483799,84.87791324,547,0,27.59880534,26.90621066,26.38555603,25.54829363,24.55455442,23.5168357,22.81403619,22.31388759,21.84847245,21.29579675,20.7722165,20.33016182,20.20875543,20.00009345,20.03363086,20.53963993,21.33027134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.5,178.9,177.3,175.8,175.1,172.3,169,166.2,162.8,158.3,153.7,148.5,143,137.4,131.8,126.2,120.8,115.5,110.4,105.4,100.9,96.3,92.1,88.2,84.7,81.4,78.3,75.5,39.09231779,39.25549124,39.42210731,39.57070639,39.71598088,39.91278781,40.10319168,40.29333918,40.47308689,40.65609355,40.843435,40.91070802,41.12036484,41.32658829,41.53310065,41.73558178,18.0554129,18.16179455,18.27012042,18.3831713,18.49767862,18.66145754,18.82833848,18.98966458,19.16830034,19.3492161,19.53245144,19.48841305,19.67678024,19.86598884,20.05608824,20.23757908,40.37701245,40.81692397,41.24748833,41.66691779,42.07634037,42.47783917,42.87598831,43.27548947,43.67934849,44.08842272,44.50277212,44.92157111,45.34005876,45.75287645,46.15555309,46.54391136,46.9150059,47.26925657,47.60659482,47.92702131,48.23462337,48.52375274,48.79748603,49.05434358,49.2900266,49.4954032,49.65895891,49.77482416,49.84343336,49.87320387,49.87720413,49.87320943,49.87209283,49.88100089,49.89932154,49.92723087,49.96907485,50.03673789,50.1435299,50.30476161,50.53970081,50.86625178,51.29114625,51.81309023,52.42406201,53.11151418,53.85952794,54.64152426,55.43008756,56.20431854,56.94394527,57.63676591,58.28393628,58.88454237,59.43651461,59.93914297,60.39483799,31.45173112,29.42115484,27.85426819,40.00157466,48.17298391,54.06871307,60.85034936,67.76118415,73.06432313,72.22283025,83.14004094,89.40048499,88.97084453,90.23166718,90.49760163,84.87791324,987,975,965,956,944,928,916,901,884,867,846,827,801,773,744,717,689,673,646,642,625,601,587,573,560,547
"SST","Small states",13.21124255,45.52669329,71.547164,53.65655999,68.87448751,578.7822372,272,0,15.69691489,14.97172454,14.68978761,14.50437352,14.36915103,14.29258814,14.11099337,14.2420896,14.41917577,14.45846125,14.25407257,13.90208255,13.56759547,13.32288388,13.20783599,13.15555147,13.21124255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.52178014,80.53910235,79.84197335,79.39709949,79.16713061,79.08248153,79.01653095,78.92852945,78.63527713,78.1765028,77.50598541,76.52096247,75.26217629,73.84431544,72.18773005,69.966201,67.35234105,64.77476655,62.58709814,60.17528618,57.15530671,55.21970536,53.30842511,51.59773576,50.11316521,48.60333148,46.97383285,45.52669329,71.65762364,71.65037536,71.2096856,71.13166708,71.065282,71.01610667,71.62744662,72.08014014,72.04591463,72.00073733,71.94349941,71.87978976,71.8264145,71.75741681,71.6598379,71.547164,46.73338648,47.18631453,46.6191955,47.12232204,47.63337025,48.16194794,49.33169095,50.19732506,50.73319512,51.25386818,51.75485105,52.21176255,52.60961266,52.99174484,53.32939965,53.65655999,54.74907966,55.21650839,55.66449122,56.07398224,56.46803887,56.82787579,57.14675376,57.45807514,57.75818836,58.05240944,58.35395385,58.64908185,58.95132262,59.23466844,59.5171754,59.82354683,60.15929474,60.50407359,60.88519788,61.27476382,61.68384616,62.05108313,62.43893223,62.72800855,62.9979555,63.25089293,63.52073616,63.7961453,63.9410486,64.07488035,64.17532571,64.27222717,64.30082938,64.16658107,64.00019454,63.91447181,63.82576434,63.66655053,63.39902493,63.26792856,63.20172162,63.16381025,63.28458254,63.41580796,63.71258205,64.10263057,64.53557759,65.04106264,65.58405447,66.13974437,66.64690879,67.11005467,67.55230178,67.9348941,68.27831779,68.60052618,68.87448751,218.2967022,218.3782283,226.3864274,286.2565025,329.5065699,362.2774197,388.7156605,443.4474753,486.5680928,465.8390658,476.0762453,525.4640589,540.0731952,572.6330193,605.9342024,578.7822372,428,418,409,401,396,389,385,383,384,384,384,384,383,378,371,362,349,335,322,310,301,294,288,283,278,272
"STP","Sao Tome and Principe",10.2,32.4,46.58337854,28.01855424,66.624,159.905536,156,1,17.8,14.5,12.3,10.9,9.9,9.4,9.4,10.1,11.3,12.9,14.6,15.5,14.8,12.9,10.7,9.8,10.2,NA,NA,NA,NA,NA,97.7,94.1,91.1,88.7,87.2,86.4,86.3,86.8,87.5,88.2,88.7,89.1,89.3,89.7,90.2,91,92.1,93.6,95.6,97.9,100.2,102.3,104.3,106.1,107.5,108.6,109.3,109.4,108.9,107.4,105.1,102.1,98.3,94.2,89.7,85,80.1,75.3,70.6,66.2,62,58.2,54.6,51.3,48.3,45.5,42.9,40.5,38.5,36.7,35.1,33.7,32.4,26.11720093,27.48161277,28.84602461,30.21043645,31.57484829,32.93926013,34.30367198,35.66808382,37.03249566,38.3969075,39.76131934,41.12573118,42.49014302,43.85455486,45.2189667,46.58337854,14.84411521,15.72241114,16.60070708,17.47900301,18.35729895,19.23559488,20.11389082,20.99218675,21.87048269,22.74877863,23.62707456,24.5053705,25.38366643,26.26196237,27.1402583,28.01855424,50.364,50.944,51.512,52.063,52.597,53.118,53.638,54.165,54.709,55.272,55.859,56.476,57.114,57.758,58.389,58.977,59.487,59.902,60.213,60.425,60.554,60.628,60.683,60.75,60.842,60.969,61.126,61.297,61.47,61.641,61.808,61.972,62.133,62.294,62.454,62.611,62.76,62.902,63.041,63.181,63.338,63.526,63.754,64.021,64.322,64.641,64.956,65.248,65.5,65.709,65.875,66.008,66.125,66.241,66.361,66.488,66.624,53.91163742,68.30825188,67.26566832,89.55364368,83.67854662,96.0275374,58.80922672,58.36931299,55.35959762,80.69155591,59.55095856,73.18517071,105.2868544,146.9832913,161.9924652,159.905536,330,317,303,291,271,263,254,244,237,231,222,215,207,199,191,181,176,173,167,166,162,161,162,161,159,156
